rho,l,C11,C12,C44,duration,name,material,R,z1,l/R,Ct,eta1,eta2,eta3,eta4,eta5,eta6,link
5.323,5.0,182500000.0,48300000.0,67100000.0,14693.602468,SiSphere_15.0_5.0_20250429-130857,Germanium,15.0,0.3,0.3333333333333333,3550.4469426244787,2.8704227,2.8936277,3.2494738,3.259164,3.8567084,4.3622528,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\SiSphere_15.0_5.0_0.3_20250429-130857.json&mode=6&magnif=6
2.329,5.0,223100000.0,63900000.0,79600000.0,14602.489806,SiSphere_15.0_5.0_20250429-131016,Siliconium,15.0,0.3,0.3333333333333333,5846.174706140654,2.8704559,2.8937877,3.2535727,3.2628201,3.8926693,4.3630277,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\SiSphere_15.0_5.0_0.3_20250429-131016.json&mode=6&magnif=6
5.323,5.0,182500000.0,48300000.0,67100000.0,14693.602468,SiSphere_15.0_5.0_20250429-130857,Germanium,15.0,0.4,0.3333333333333333,3550.4469426244787,3.2690998,3.2959994,3.6323507,3.64282,4.3954952,5.0144949,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\SiSphere_15.0_5.0_0.4_20250429-130857.json&mode=6&magnif=6
2.329,5.0,223100000.0,63900000.0,79600000.0,14602.489806,SiSphere_15.0_5.0_20250429-131016,Siliconium,15.0,0.4,0.3333333333333333,5846.174706140654,3.2691375,3.2961848,3.6363851,3.6463954,4.4366556,5.0153904,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\SiSphere_15.0_5.0_0.4_20250429-131016.json&mode=6&magnif=6
5.323,5.0,182500000.0,48300000.0,67100000.0,14693.602468,SiSphere_15.0_5.0_20250429-130857,Germanium,15.0,0.5,0.3333333333333333,3550.4469426244787,3.6241121,3.6542651,3.9738744,3.9850749,4.874914,5.5911456,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\SiSphere_15.0_5.0_0.5_20250429-130857.json&mode=6&magnif=6
2.329,5.0,223100000.0,63900000.0,79600000.0,14602.489806,SiSphere_15.0_5.0_20250429-131016,Siliconium,15.0,0.5,0.3333333333333333,5846.174706140654,3.6241538,3.6544728,3.9779393,3.9886619,4.9206802,5.5921474,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\SiSphere_15.0_5.0_0.5_20250429-131016.json&mode=6&magnif=6
5.323,5.0,182500000.0,48300000.0,67100000.0,14693.602468,SiSphere_15.0_5.0_20250429-130857,Germanium,15.0,0.6,0.3333333333333333,3550.4469426244787,3.9472909,3.980383,4.2860203,4.2979127,5.3111492,6.1136388,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\SiSphere_15.0_5.0_0.6_20250429-130857.json&mode=6&magnif=6
2.329,5.0,223100000.0,63900000.0,79600000.0,14602.489806,SiSphere_15.0_5.0_20250429-131016,Siliconium,15.0,0.6,0.3333333333333333,5846.174706140654,3.9473363,3.9806109,4.2901597,4.3015544,5.3610951,6.1147366,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\SiSphere_15.0_5.0_0.6_20250429-131016.json&mode=6&magnif=6
5.323,5.0,182500000.0,48300000.0,67100000.0,14693.602468,SiSphere_15.0_5.0_20250429-130857,Germanium,15.0,0.7,0.3333333333333333,3550.4469426244787,4.2459245,4.2817172,4.5756835,4.5882336,5.7141329,6.594862,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\SiSphere_15.0_5.0_0.7_20250429-130857.json&mode=6&magnif=6
2.329,5.0,223100000.0,63900000.0,79600000.0,14602.489806,SiSphere_15.0_5.0_20250429-131016,Siliconium,15.0,0.7,0.3333333333333333,5846.174706140654,4.2459733,4.2819637,4.5799195,4.5919519,5.7679331,6.5960481,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\SiSphere_15.0_5.0_0.7_20250429-131016.json&mode=6&magnif=6
5.323,5.0,182500000.0,48300000.0,67100000.0,14693.602468,SiSphere_15.0_5.0_20250429-130857,Germanium,15.0,0.8,0.3333333333333333,3550.4469426244787,4.5248813,4.5631861,4.8473242,4.8605019,6.0904848,7.0432806,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\SiSphere_15.0_5.0_0.8_20250429-130857.json&mode=6&magnif=6
2.329,5.0,223100000.0,63900000.0,79600000.0,14602.489806,SiSphere_15.0_5.0_20250429-131016,Siliconium,15.0,0.8,0.3333333333333333,5846.174706140654,4.5249334,4.5634498,4.8516684,4.8643086,6.1478799,7.0445489,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\SiSphere_15.0_5.0_0.8_20250429-131016.json&mode=6&magnif=6
5.323,5.0,182500000.0,48300000.0,67100000.0,14693.602468,SiSphere_15.0_5.0_20250429-130857,Germanium,15.0,0.9,0.3333333333333333,3550.4469426244787,4.7876054,4.8282682,5.1040514,5.1178302,6.4448802,7.4648094,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\SiSphere_15.0_5.0_0.9_20250429-130857.json&mode=6&magnif=6
2.329,5.0,223100000.0,63900000.0,79600000.0,14602.489806,SiSphere_15.0_5.0_20250429-131016,Siliconium,15.0,0.9,0.3333333333333333,5846.174706140654,4.7876605,4.828548,5.1085099,5.1217316,6.5056575,7.4661548,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\SiSphere_15.0_5.0_0.9_20250429-131016.json&mode=6&magnif=6
2.329,2.0,223100000.0,63900000.0,79600000.0,48891.448503,Sphere_5.0_2.0_20250427-233939,Siliconium,5.0,0.1,0.4,5846.174706140654,1.7374182,1.7507567,2.0853687,2.0922554,2.3485181,2.5531622,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\Sphere_5.0_2.0_0.1_20250427-233939.json&mode=6&magnif=6
2.329,2.0,223100000.0,63900000.0,79600000.0,48891.448503,Sphere_5.0_2.0_20250427-233939,Siliconium,5.0,0.2,0.4,5846.174706140654,2.3461417,2.3651878,2.6937076,2.7017081,3.1807386,3.5592734,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\Sphere_5.0_2.0_0.2_20250427-233939.json&mode=6&magnif=6
2.329,2.0,223100000.0,63900000.0,79600000.0,48891.448503,Sphere_5.0_2.0_20250427-233939,Siliconium,5.0,0.3,0.4,5846.174706140654,2.8263228,2.8497587,3.1623378,3.1712489,3.835541,4.3379384,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\Sphere_5.0_2.0_0.3_20250427-233939.json&mode=6&magnif=6
2.329,2.0,223100000.0,63900000.0,79600000.0,48891.448503,Sphere_5.0_2.0_20250427-233939,Siliconium,5.0,0.4,0.4,5846.174706140654,3.2359392,3.2630722,3.5631841,3.572928,4.3936095,4.9966853,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\Sphere_5.0_2.0_0.4_20250427-233939.json&mode=6&magnif=6
2.329,2.0,223100000.0,63900000.0,79600000.0,48891.448503,Sphere_5.0_2.0_20250427-233939,Siliconium,5.0,0.5,0.4,5846.174706140654,3.5992077,3.6295945,3.9206643,3.9311816,4.8883016,5.5781688,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\Sphere_5.0_2.0_0.5_20250427-233939.json&mode=6&magnif=6
2.329,2.0,223100000.0,63900000.0,79600000.0,48891.448503,Sphere_5.0_2.0_20250427-233939,Siliconium,5.0,0.6,0.4,5846.174706140654,3.9290183,3.9623443,4.2469196,4.2581614,5.3373034,6.1045102,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\Sphere_5.0_2.0_0.6_20250427-233939.json&mode=6&magnif=6
2.329,2.0,223100000.0,63900000.0,79600000.0,48891.448503,Sphere_5.0_2.0_20250427-233939,Siliconium,5.0,0.7,0.4,5846.174706140654,4.2332037,4.2692308,4.5491611,4.561086,5.7513398,6.5889383,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\Sphere_5.0_2.0_0.7_20250427-233939.json&mode=6&magnif=6
2.329,2.0,223100000.0,63900000.0,79600000.0,48891.448503,Sphere_5.0_2.0_20250427-233939,Siliconium,5.0,0.8,0.4,5846.174706140654,4.5169464,4.5554862,4.8321317,4.8447043,6.1374976,7.040111,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\Sphere_5.0_2.0_0.8_20250427-233939.json&mode=6&magnif=6
2.329,2.0,223100000.0,63900000.0,79600000.0,48891.448503,Sphere_5.0_2.0_20250427-233939,Siliconium,5.0,0.9,0.4,5846.174706140654,4.7838867,4.8247854,5.0991663,5.1123559,6.5007505,7.4640612,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\Sphere_5.0_2.0_0.9_20250427-233939.json&mode=6&magnif=6
2.329,5.0,223100000.0,63900000.0,79600000.0,48901.385923,Sphere_5.0_5.0_20250427-233939,Siliconium,5.0,0.1,1.0,5846.174706140654,1.6005353,1.6141505,1.7539312,1.7587888,2.1743035,2.4894977,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\Sphere_5.0_5.0_0.1_20250427-233939.json&mode=6&magnif=6
2.329,5.0,223100000.0,63900000.0,79600000.0,48901.385923,Sphere_5.0_5.0_20250427-233939,Siliconium,5.0,0.2,1.0,5846.174706140654,2.2573856,2.2766586,2.4336832,2.4401632,3.0672394,3.5188706,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\Sphere_5.0_5.0_0.2_20250427-233939.json&mode=6&magnif=6
2.329,5.0,223100000.0,63900000.0,79600000.0,48901.385923,Sphere_5.0_5.0_20250427-233939,Siliconium,5.0,0.3,1.0,5846.174706140654,2.7622199,2.785832,2.960634,2.968409,3.7534376,4.3089791,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\Sphere_5.0_5.0_0.3_20250427-233939.json&mode=6&magnif=6
2.329,5.0,223100000.0,63900000.0,79600000.0,48901.385923,Sphere_5.0_5.0_20250427-233939,Siliconium,5.0,0.4,1.0,5846.174706140654,3.1880913,3.2153605,3.4068859,3.4157702,4.3322769,4.9751534,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\Sphere_5.0_5.0_0.4_20250427-233939.json&mode=6&magnif=6
2.329,5.0,223100000.0,63900000.0,79600000.0,48901.385923,Sphere_5.0_5.0_20250427-233939,Siliconium,5.0,0.5,1.0,5846.174706140654,3.5634242,3.5939151,3.8010496,3.8109196,4.8424116,5.5621041,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\Sphere_5.0_5.0_0.5_20250427-233939.json&mode=6&magnif=6
2.329,5.0,223100000.0,63900000.0,79600000.0,48901.385923,Sphere_5.0_5.0_20250427-233939,Siliconium,5.0,0.6,1.0,5846.174706140654,3.9028269,3.9362302,4.1579896,4.1687556,5.303704,6.0927705,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\Sphere_5.0_5.0_0.6_20250427-233939.json&mode=6&magnif=6
2.329,5.0,223100000.0,63900000.0,79600000.0,48901.385923,Sphere_5.0_5.0_20250427-233939,Siliconium,5.0,0.7,1.0,5846.174706140654,4.214988,4.2510694,4.4866087,4.4982018,5.7279665,6.5807828,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\Sphere_5.0_5.0_0.7_20250427-233939.json&mode=6&magnif=6
2.329,5.0,223100000.0,63900000.0,79600000.0,48901.385923,Sphere_5.0_5.0_20250427-233939,Siliconium,5.0,0.8,1.0,5846.174706140654,4.5055732,4.5441471,4.7927408,4.8051058,6.1229017,7.0350233,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\Sphere_5.0_5.0_0.8_20250427-233939.json&mode=6&magnif=6
2.329,5.0,223100000.0,63900000.0,79600000.0,48901.385923,Sphere_5.0_5.0_20250427-233939,Siliconium,5.0,0.9,1.0,5846.174706140654,4.7785202,4.8194351,5.0804548,5.0935463,6.4938624,7.4616622,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\Sphere_5.0_5.0_0.9_20250427-233939.json&mode=6&magnif=6
