rho,l,C11,C12,C44,duration,name,material,R,z1,l/R,Ct,eta1,eta2,eta3,eta4,eta5,eta6,link
5.323,2.0,182500000.0,48300000.0,67100000.0,48850.692034,GermSphere_5.0_2.0_20250427-234150,Germanium,5.0,0.7,0.4,3550.4469426244787,4.233155,4.2689841,4.5450381,4.5574716,5.6976562,6.5877519,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\GermSphere_5.0_2.0_0.7_20250427-234150.json&mode=6&magnif=6
5.323,2.0,182500000.0,48300000.0,67100000.0,48850.692034,GermSphere_5.0_2.0_20250427-234150,Germanium,5.0,0.8,0.4,3550.4469426244787,4.5168944,4.5552224,4.8278567,4.8409612,6.0801757,7.0388425,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\GermSphere_5.0_2.0_0.8_20250427-234150.json&mode=6&magnif=6
5.323,2.0,182500000.0,48300000.0,67100000.0,48850.692034,GermSphere_5.0_2.0_20250427-234150,Germanium,5.0,0.9,0.4,3550.4469426244787,4.7838316,4.8245055,5.09474,5.108484,6.4400079,7.4627157,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\GermSphere_5.0_2.0_0.9_20250427-234150.json&mode=6&magnif=6
5.323,5.0,182500000.0,48300000.0,67100000.0,48822.186575,GermSphere_5.0_5.0_20250427-234151,Germanium,5.0,0.1,1.0,3550.4469426244787,1.6005168,1.6140572,1.7521672,1.7572367,2.1540206,2.4890492,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\GermSphere_5.0_5.0_0.1_20250427-234151.json&mode=6&magnif=6
5.323,5.0,182500000.0,48300000.0,67100000.0,48822.186575,GermSphere_5.0_5.0_20250427-234151,Germanium,5.0,0.2,1.0,3550.4469426244787,2.2573596,2.2765266,2.4314416,2.438198,3.0385945,3.5182363,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\GermSphere_5.0_5.0_0.2_20250427-234151.json&mode=6&magnif=6
5.323,5.0,182500000.0,48300000.0,67100000.0,48822.186575,GermSphere_5.0_5.0_20250427-234151,Germanium,5.0,0.3,1.0,3550.4469426244787,2.7621881,2.7856703,2.9579893,2.9660933,3.7183712,4.3082023,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\GermSphere_5.0_5.0_0.3_20250427-234151.json&mode=6&magnif=6
5.323,5.0,182500000.0,48300000.0,67100000.0,48822.186575,GermSphere_5.0_5.0_20250427-234151,Germanium,5.0,0.4,1.0,3550.4469426244787,3.1880546,3.2151739,3.4038897,3.4131482,4.2917952,4.9742564,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\GermSphere_5.0_5.0_0.4_20250427-234151.json&mode=6&magnif=6
5.323,5.0,182500000.0,48300000.0,67100000.0,48822.186575,GermSphere_5.0_5.0_20250427-234151,Germanium,5.0,0.5,1.0,3550.4469426244787,3.5633832,3.5937064,3.797738,3.8080228,4.797158,5.5611012,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\GermSphere_5.0_5.0_0.5_20250427-234151.json&mode=6&magnif=6
5.323,5.0,182500000.0,48300000.0,67100000.0,48822.186575,GermSphere_5.0_5.0_20250427-234151,Germanium,5.0,0.6,1.0,3550.4469426244787,3.902782,3.9360016,4.1543898,4.1656075,5.2541357,6.0916718,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\GermSphere_5.0_5.0_0.6_20250427-234151.json&mode=6&magnif=6
5.323,5.0,182500000.0,48300000.0,67100000.0,48822.186575,GermSphere_5.0_5.0_20250427-234151,Germanium,5.0,0.7,1.0,3550.4469426244787,4.2149395,4.2508224,4.482742,4.4948209,5.6744303,6.5795961,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\GermSphere_5.0_5.0_0.7_20250427-234151.json&mode=6&magnif=6
5.323,5.0,182500000.0,48300000.0,67100000.0,48822.186575,GermSphere_5.0_5.0_20250427-234151,Germanium,5.0,0.8,1.0,3550.4469426244787,4.5055213,4.5438831,4.7886243,4.801507,6.0656719,7.0337547,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\GermSphere_5.0_5.0_0.8_20250427-234151.json&mode=6&magnif=6
5.323,5.0,182500000.0,48300000.0,67100000.0,48822.186575,GermSphere_5.0_5.0_20250427-234151,Germanium,5.0,0.9,1.0,3550.4469426244787,4.7784652,4.8191551,5.0761028,5.089742,6.4331634,7.4603167,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\GermSphere_5.0_5.0_0.9_20250427-234151.json&mode=6&magnif=6
2.329,2.0,223100000.0,63900000.0,79600000.0,15251.546253,SiSphere_10.0_2.0_20250429-083754,Siliconium,10.0,0.1,0.2,5846.174706140654,2.2916761,2.3052073,2.7189661,2.7251904,2.9992255,3.0100969,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\SiSphere_10.0_2.0_0.1_20250429-083754.json&mode=6&magnif=6
2.329,2.0,223100000.0,63900000.0,79600000.0,15251.546253,SiSphere_10.0_2.0_20250429-083754,Siliconium,10.0,0.2,0.2,5846.174706140654,2.7426142,2.761245,3.2517424,3.2601942,3.6979894,3.8593158,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\SiSphere_10.0_2.0_0.2_20250429-083754.json&mode=6&magnif=6
2.329,2.0,223100000.0,63900000.0,79600000.0,15251.546253,SiSphere_10.0_2.0_20250429-083754,Siliconium,10.0,0.3,0.2,5846.174706140654,3.1247852,3.1477083,3.6326262,3.6421795,4.2270781,4.5577278,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\SiSphere_10.0_2.0_0.3_20250429-083754.json&mode=6&magnif=6
2.329,2.0,223100000.0,63900000.0,79600000.0,15251.546253,SiSphere_10.0_2.0_20250429-083754,Siliconium,10.0,0.4,0.2,5846.174706140654,3.4639038,3.4905553,3.9477336,3.9580773,4.6935166,5.1619782,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\SiSphere_10.0_2.0_0.4_20250429-083754.json&mode=6&magnif=6
2.329,2.0,223100000.0,63900000.0,79600000.0,15251.546253,SiSphere_10.0_2.0_20250429-083754,Siliconium,10.0,0.5,0.2,5846.174706140654,3.7722117,3.8021881,4.2260739,4.2370911,5.116299,5.7023616,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\SiSphere_10.0_2.0_0.5_20250429-083754.json&mode=6&magnif=6
2.329,2.0,223100000.0,63900000.0,79600000.0,15251.546253,SiSphere_10.0_2.0_20250429-083754,Siliconium,10.0,0.6,0.2,5846.174706140654,4.0569418,4.0899408,4.4802035,4.4918345,5.5060879,6.1957008,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\SiSphere_10.0_2.0_0.6_20250429-083754.json&mode=6&magnif=6
2.329,2.0,223100000.0,63900000.0,79600000.0,15251.546253,SiSphere_10.0_2.0_20250429-083754,Siliconium,10.0,0.7,0.2,5846.174706140654,4.3228402,4.3586258,4.7166606,4.7288669,5.8697074,6.6525061,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\SiSphere_10.0_2.0_0.7_20250429-083754.json&mode=6&magnif=6
2.329,2.0,223100000.0,63900000.0,79600000.0,15251.546253,SiSphere_10.0_2.0_20250429-083754,Siliconium,10.0,0.8,0.2,5846.174706140654,4.5732338,4.6116159,4.9393317,4.9520846,6.2118741,7.0798698,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\SiSphere_10.0_2.0_0.8_20250429-083754.json&mode=6&magnif=6
2.329,2.0,223100000.0,63900000.0,79600000.0,15251.546253,SiSphere_10.0_2.0_20250429-083754,Siliconium,10.0,0.9,0.2,5846.174706140654,4.8105664,4.8513881,5.1507583,5.1640346,6.5360217,7.4828471,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\SiSphere_10.0_2.0_0.9_20250429-083754.json&mode=6&magnif=6
2.329,5.0,223100000.0,63900000.0,79600000.0,15261.69494,SiSphere_10.0_5.0_20250429-083754,Siliconium,10.0,0.1,0.5,5846.174706140654,1.6687827,1.6822314,1.9629283,1.9692311,2.2609905,2.5176447,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\SiSphere_10.0_5.0_0.1_20250429-083754.json&mode=6&magnif=6
2.329,5.0,223100000.0,63900000.0,79600000.0,15261.69494,SiSphere_10.0_5.0_20250429-083754,Siliconium,10.0,0.2,0.5,5846.174706140654,2.301053,2.3202052,2.5895845,2.5970684,3.1228606,3.536646,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\SiSphere_10.0_5.0_0.2_20250429-083754.json&mode=6&magnif=6
2.329,5.0,223100000.0,63900000.0,79600000.0,15261.69494,SiSphere_10.0_5.0_20250429-083754,Siliconium,10.0,0.3,0.5,5846.174706140654,2.7936078,2.8171295,3.0790144,3.0875256,3.7934551,4.3216987,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\SiSphere_10.0_5.0_0.3_20250429-083754.json&mode=6&magnif=6
2.329,5.0,223100000.0,63900000.0,79600000.0,15261.69494,SiSphere_10.0_5.0_20250429-083754,Siliconium,10.0,0.4,0.5,5846.174706140654,3.2114624,3.238663,3.4975524,3.5069894,4.3620875,4.9846028,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\SiSphere_10.0_5.0_0.4_20250429-083754.json&mode=6&magnif=6
2.329,5.0,223100000.0,63900000.0,79600000.0,15261.69494,SiSphere_10.0_5.0_20250429-083754,Siliconium,10.0,0.5,0.5,5846.174706140654,3.5808763,3.6113154,3.8699273,3.8802118,4.8646785,5.5691506,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\SiSphere_10.0_5.0_0.5_20250429-083754.json&mode=6&magnif=6
2.329,5.0,223100000.0,63900000.0,79600000.0,15261.69494,SiSphere_10.0_5.0_20250429-083754,Siliconium,10.0,0.6,0.5,5846.174706140654,3.915588,3.948953,4.2089392,4.2200091,5.3199886,6.0979182,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\SiSphere_10.0_5.0_0.6_20250429-083754.json&mode=6&magnif=6
2.329,5.0,223100000.0,63900000.0,79600000.0,15261.69494,SiSphere_10.0_5.0_20250429-083754,Siliconium,10.0,0.7,0.5,5846.174706140654,4.2238567,4.2599113,4.5223137,4.5341183,5.7392856,6.584358,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\SiSphere_10.0_5.0_0.7_20250429-083754.json&mode=6&magnif=6
2.329,5.0,223100000.0,63900000.0,79600000.0,15261.69494,SiSphere_10.0_5.0_20250429-083754,Siliconium,10.0,0.8,0.5,5846.174706140654,4.5111074,4.5496646,4.8151618,4.827659,6.1299657,7.0372532,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\SiSphere_10.0_5.0_0.8_20250429-083754.json&mode=6&magnif=6
2.329,5.0,223100000.0,63900000.0,79600000.0,15261.69494,SiSphere_10.0_5.0_20250429-083754,Siliconium,10.0,0.9,0.5,5846.174706140654,4.7811304,4.8220374,5.0910816,5.1042355,6.4971945,7.4627136,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\SiSphere_10.0_5.0_0.9_20250429-083754.json&mode=6&magnif=6
2.329,2.0,223100000.0,63900000.0,79600000.0,13872.653912,SiSphere_15.0_2.0_20250429-130847,Siliconium,15.0,0.1,0.13333333333333333,5846.174706140654,2.8749729,2.8894334,3.3782031,3.382411,3.6924893,3.7043122,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\SiSphere_15.0_2.0_0.1_20250429-130847.json&mode=6&magnif=6
5.323,2.0,182500000.0,48300000.0,67100000.0,13852.550108,SiSphere_15.0_2.0_20250429-130907,Germanium,15.0,0.1,0.13333333333333333,3550.4469426244787,2.8749512,2.8893601,3.3667095,3.3713238,3.6921128,3.7039906,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\SiSphere_15.0_2.0_0.1_20250429-130907.json&mode=6&magnif=6
2.329,2.0,223100000.0,63900000.0,79600000.0,13817.443738,SiSphere_15.0_2.0_20250429-130949,Siliconium,15.0,0.1,0.13333333333333333,5846.174706140654,2.8749729,2.8894334,3.3782031,3.382411,3.6924893,3.7043122,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\SiSphere_15.0_2.0_0.1_20250429-130949.json&mode=6&magnif=6
2.329,2.0,223100000.0,63900000.0,79600000.0,13872.653912,SiSphere_15.0_2.0_20250429-130847,Siliconium,15.0,0.2,0.13333333333333333,5846.174706140654,3.1970133,3.2157962,3.7665699,3.7733775,4.3090256,4.3669178,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\SiSphere_15.0_2.0_0.2_20250429-130847.json&mode=6&magnif=6
5.323,2.0,182500000.0,48300000.0,67100000.0,13852.550108,SiSphere_15.0_2.0_20250429-130907,Germanium,15.0,0.2,0.13333333333333333,3550.4469426244787,3.1969853,3.2156848,3.7577494,3.7650444,4.2706781,4.3663462,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\SiSphere_15.0_2.0_0.2_20250429-130907.json&mode=6&magnif=6
2.329,2.0,223100000.0,63900000.0,79600000.0,13817.443738,SiSphere_15.0_2.0_20250429-130949,Siliconium,15.0,0.2,0.13333333333333333,5846.174706140654,3.1970133,3.2157962,3.7665699,3.7733775,4.3090256,4.3669178,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\SiSphere_15.0_2.0_0.2_20250429-130949.json&mode=6&magnif=6
2.329,2.0,223100000.0,63900000.0,79600000.0,13872.653912,SiSphere_15.0_2.0_20250429-130847,Siliconium,15.0,0.3,0.13333333333333333,5846.174706140654,3.4836122,3.5063563,4.0539029,4.0623135,4.7115123,4.9442352,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\SiSphere_15.0_2.0_0.3_20250429-130847.json&mode=6&magnif=6
5.323,2.0,182500000.0,48300000.0,67100000.0,13852.550108,SiSphere_15.0_2.0_20250429-130907,Germanium,15.0,0.3,0.13333333333333333,3550.4469426244787,3.4835791,3.5062133,4.0467337,4.0556571,4.6686375,4.9435098,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\SiSphere_15.0_2.0_0.3_20250429-130907.json&mode=6&magnif=6
2.329,2.0,223100000.0,63900000.0,79600000.0,13817.443738,SiSphere_15.0_2.0_20250429-130949,Siliconium,15.0,0.3,0.13333333333333333,5846.174706140654,3.4836122,3.5063563,4.0539029,4.0623135,4.7115123,4.9442352,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\SiSphere_15.0_2.0_0.3_20250429-130949.json&mode=6&magnif=6
2.329,2.0,223100000.0,63900000.0,79600000.0,13872.653912,SiSphere_15.0_2.0_20250429-130847,Siliconium,15.0,0.4,0.13333333333333333,5846.174706140654,3.7464991,3.7728443,4.2916214,4.3011686,5.0760012,5.4591922,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\SiSphere_15.0_2.0_0.4_20250429-130847.json&mode=6&magnif=6
5.323,2.0,182500000.0,48300000.0,67100000.0,13852.550108,SiSphere_15.0_2.0_20250429-130907,Germanium,15.0,0.4,0.13333333333333333,3550.4469426244787,3.7464615,3.7726735,4.2854332,4.2955042,5.0293115,5.4583365,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\SiSphere_15.0_2.0_0.4_20250429-130907.json&mode=6&magnif=6
2.329,2.0,223100000.0,63900000.0,79600000.0,13817.443738,SiSphere_15.0_2.0_20250429-130949,Siliconium,15.0,0.4,0.13333333333333333,5846.174706140654,3.7464991,3.7728443,4.2916214,4.3011686,5.0760012,5.4591922,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\SiSphere_15.0_2.0_0.4_20250429-130949.json&mode=6&magnif=6
2.329,2.0,223100000.0,63900000.0,79600000.0,13872.653912,SiSphere_15.0_2.0_20250429-130847,Siliconium,15.0,0.5,0.13333333333333333,5846.174706140654,3.9912991,4.0209437,4.5009978,4.5114538,5.4133402,5.9289288,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\SiSphere_15.0_2.0_0.5_20250429-130847.json&mode=6&magnif=6
5.323,2.0,182500000.0,48300000.0,67100000.0,13852.550108,SiSphere_15.0_2.0_20250429-130907,Germanium,15.0,0.5,0.13333333333333333,3550.4469426244787,3.9912575,4.0207479,4.4954138,4.5064012,5.3632468,5.9279584,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\SiSphere_15.0_2.0_0.5_20250429-130907.json&mode=6&magnif=6
2.329,2.0,223100000.0,63900000.0,79600000.0,13817.443738,SiSphere_15.0_2.0_20250429-130949,Siliconium,15.0,0.5,0.13333333333333333,5846.174706140654,3.9912991,4.0209437,4.5009978,4.5114538,5.4133402,5.9289288,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\SiSphere_15.0_2.0_0.5_20250429-130949.json&mode=6&magnif=6
2.329,2.0,223100000.0,63900000.0,79600000.0,13872.653912,SiSphere_15.0_2.0_20250429-130847,Siliconium,15.0,0.6,0.13333333333333333,5846.174706140654,4.2215083,4.2542036,4.692069,4.7033074,5.7294879,6.3637624,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\SiSphere_15.0_2.0_0.6_20250429-130847.json&mode=6&magnif=6
5.323,2.0,182500000.0,48300000.0,67100000.0,13852.550108,SiSphere_15.0_2.0_20250429-130907,Germanium,15.0,0.6,0.13333333333333333,3550.4469426244787,4.2214629,4.2539851,4.6868722,4.6986498,5.6762711,6.3626883,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\SiSphere_15.0_2.0_0.6_20250429-130907.json&mode=6&magnif=6
2.329,2.0,223100000.0,63900000.0,79600000.0,13817.443738,SiSphere_15.0_2.0_20250429-130949,Siliconium,15.0,0.6,0.13333333333333333,5846.174706140654,4.2215083,4.2542036,4.692069,4.7033074,5.7294879,6.3637624,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\SiSphere_15.0_2.0_0.6_20250429-130949.json&mode=6&magnif=6
2.329,2.0,223100000.0,63900000.0,79600000.0,13872.653912,SiSphere_15.0_2.0_20250429-130847,Siliconium,15.0,0.7,0.13333333333333333,5846.174706140654,4.4395542,4.475094,4.8701687,4.8821109,6.028297,6.7705468,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\SiSphere_15.0_2.0_0.7_20250429-130847.json&mode=6&magnif=6
5.323,2.0,182500000.0,48300000.0,67100000.0,13852.550108,SiSphere_15.0_2.0_20250429-130907,Germanium,15.0,0.7,0.13333333333333333,3550.4469426244787,4.4395055,4.4748544,4.8652278,4.8777175,5.9721666,6.7693776,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\SiSphere_15.0_2.0_0.7_20250429-130907.json&mode=6&magnif=6
2.329,2.0,223100000.0,63900000.0,79600000.0,13817.443738,SiSphere_15.0_2.0_20250429-130949,Siliconium,15.0,0.7,0.13333333333333333,5846.174706140654,4.4395542,4.475094,4.8701687,4.8821109,6.028297,6.7705468,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\SiSphere_15.0_2.0_0.7_20250429-130949.json&mode=6&magnif=6
2.329,2.0,223100000.0,63900000.0,79600000.0,13872.653912,SiSphere_15.0_2.0_20250429-130847,Siliconium,15.0,0.8,0.13333333333333333,5846.174706140654,4.6472299,4.6854405,5.0384256,5.0510175,6.3124933,7.15413,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\SiSphere_15.0_2.0_0.8_20250429-130847.json&mode=6&magnif=6
5.323,2.0,182500000.0,48300000.0,67100000.0,13852.550108,SiSphere_15.0_2.0_20250429-130907,Germanium,15.0,0.8,0.13333333333333333,3550.4469426244787,4.6471779,4.6851813,5.0336567,5.0468052,6.2536157,7.1528725,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\SiSphere_15.0_2.0_0.8_20250429-130907.json&mode=6&magnif=6
2.329,2.0,223100000.0,63900000.0,79600000.0,13817.443738,SiSphere_15.0_2.0_20250429-130949,Siliconium,15.0,0.8,0.13333333333333333,5846.174706140654,4.6472299,4.6854405,5.0384256,5.0510175,6.3124933,7.15413,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\SiSphere_15.0_2.0_0.8_20250429-130949.json&mode=6&magnif=6
2.329,2.0,223100000.0,63900000.0,79600000.0,13872.653912,SiSphere_15.0_2.0_20250429-130847,Siliconium,15.0,0.9,0.13333333333333333,5846.174706140654,4.8459138,4.8866474,5.1988277,5.2120293,6.5841154,7.5180975,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\SiSphere_15.0_2.0_0.9_20250429-130847.json&mode=6&magnif=6
5.323,2.0,182500000.0,48300000.0,67100000.0,13852.550108,SiSphere_15.0_2.0_20250429-130907,Germanium,15.0,0.9,0.13333333333333333,3550.4469426244787,4.8458588,4.8863697,5.1941749,5.2079426,6.5226281,7.5167572,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\SiSphere_15.0_2.0_0.9_20250429-130907.json&mode=6&magnif=6
2.329,2.0,223100000.0,63900000.0,79600000.0,13817.443738,SiSphere_15.0_2.0_20250429-130949,Siliconium,15.0,0.9,0.13333333333333333,5846.174706140654,4.8459138,4.8866474,5.1988277,5.2120293,6.5841154,7.5180975,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\SiSphere_15.0_2.0_0.9_20250429-130949.json&mode=6&magnif=6
5.323,5.0,182500000.0,48300000.0,67100000.0,14693.602468,SiSphere_15.0_5.0_20250429-130857,Germanium,15.0,0.1,0.3333333333333333,3550.4469426244787,1.8266117,1.8398051,2.2029712,2.2105759,2.44049,2.606737,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\SiSphere_15.0_5.0_0.1_20250429-130857.json&mode=6&magnif=6
2.329,5.0,223100000.0,63900000.0,79600000.0,14602.489806,SiSphere_15.0_5.0_20250429-131016,Siliconium,15.0,0.1,0.3333333333333333,5846.174706140654,1.8266333,1.8398964,2.2083732,2.2155548,2.4624496,2.6071816,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\SiSphere_15.0_5.0_0.1_20250429-131016.json&mode=6&magnif=6
5.323,5.0,182500000.0,48300000.0,67100000.0,14693.602468,SiSphere_15.0_5.0_20250429-130857,Germanium,15.0,0.2,0.3333333333333333,3550.4469426244787,2.4063197,2.4251472,2.7998085,2.8086408,3.2285665,3.5934587,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\SiSphere_15.0_5.0_0.2_20250429-130857.json&mode=6&magnif=6
2.329,5.0,223100000.0,63900000.0,79600000.0,14602.489806,SiSphere_15.0_5.0_20250429-131016,Siliconium,15.0,0.2,0.3333333333333333,5846.174706140654,2.4063476,2.4252772,2.8042084,2.8126088,3.25841,3.5940903,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas\SiSphere_15.0_5.0_0.2_20250429-131016.json&mode=6&magnif=6
