rho,l,C11,C12,C44,duration,name,material,R,z1,l/R,Ct,eta1,eta2,eta3,eta4,eta5,eta6,count_eta1,count_eta2,count_eta3,count_eta4,count_eta5,count_eta6,link
3.515,2.0,1280000000.0,124000000.0,578000000.0,3113.067209,Cube_4.02997875_2.0_20250606-132724,Carbonium,4.02997875,0.9,0.49628053249660437,12823.342868880141,2.7653108,3.6733245,3.7908359,3.8893791,4.2824174,4.3399379,2,3,3,3,2,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_new_run\Cube_4.02997875_2.0_0.9_20250606-132724.json&mode=6&magnif=6
2.329,2.0,223100000.0,63900000.0,79600000.0,3104.978157,Cube_4.02997875_2.0_20250606-132751,Siliconium,4.02997875,0.9,0.49628053249660437,5846.174706140654,2.7661509,3.7178427,3.8036522,4.2747906,4.2926117,4.358355,2,3,3,3,2,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_new_run\Cube_4.02997875_2.0_0.9_20250606-132751.json&mode=6&magnif=6
5.323,2.0,182500000.0,48300000.0,67100000.0,3111.287142,Cube_4.02997875_2.0_20250606-132846,Germanium,4.02997875,0.9,0.49628053249660437,3550.4469426244787,2.7660511,3.7137578,3.802543,4.2364323,4.291316,4.357089,2,3,3,3,2,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_new_run\Cube_4.02997875_2.0_0.9_20250606-132846.json&mode=6&magnif=6
3.515,2.0,1280000000.0,124000000.0,578000000.0,3113.067209,Cube_4.02997875_2.0_20250606-132724,Carbonium,4.02997875,1.0,0.49628053249660437,12823.342868880141,2.9119498,3.867969,3.9803298,4.0956326,4.4925998,4.5728046,2,3,3,3,2,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_new_run\Cube_4.02997875_2.0_1.0_20250606-132724.json&mode=6&magnif=6
2.329,2.0,223100000.0,63900000.0,79600000.0,3104.978157,Cube_4.02997875_2.0_20250606-132751,Siliconium,4.02997875,1.0,0.49628053249660437,5846.174706140654,2.9128323,3.9147516,3.9938518,4.5015891,4.5035207,4.5929488,2,3,3,3,2,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_new_run\Cube_4.02997875_2.0_1.0_20250606-132751.json&mode=6&magnif=6
5.323,2.0,182500000.0,48300000.0,67100000.0,3111.287142,Cube_4.02997875_2.0_20250606-132846,Germanium,4.02997875,1.0,0.49628053249660437,3550.4469426244787,2.9127275,3.9104578,3.9926818,4.4611854,4.502159,4.5916145,2,3,3,3,2,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_new_run\Cube_4.02997875_2.0_1.0_20250606-132846.json&mode=6&magnif=6
3.515,2.0,1280000000.0,124000000.0,578000000.0,2640.607431,Cube_8.0599575_2.0_20250606-124227,Carbonium,8.0599575,0.0,0.24814026624830218,12823.342868880141,0.3999876,0.4003513,0.4015182,0.4043815,0.4080558,0.4272438,3,2,3,3,1,2,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_new_run\Cube_8.0599575_2.0_0.0_20250606-124227.json&mode=6&magnif=6
2.329,2.0,223100000.0,63900000.0,79600000.0,2637.401615,Cube_8.0599575_2.0_20250606-124251,Siliconium,8.0599575,0.0,0.24814026624830218,5846.174706140654,0.4123331,0.412381,0.413678,0.4155619,0.4178694,0.4407977,3,2,3,3,1,2,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_new_run\Cube_8.0599575_2.0_0.0_20250606-124251.json&mode=6&magnif=6
5.323,2.0,182500000.0,48300000.0,67100000.0,2654.595643,Cube_8.0599575_2.0_20250606-124331,Germanium,8.0599575,0.0,0.24814026624830218,3550.4469426244787,0.4108513,0.4109294,0.4122514,0.4142764,0.4167698,0.4392355,3,2,3,3,1,2,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_new_run\Cube_8.0599575_2.0_0.0_20250606-124331.json&mode=6&magnif=6
3.515,2.0,1280000000.0,124000000.0,578000000.0,2640.607431,Cube_8.0599575_2.0_20250606-124227,Carbonium,8.0599575,0.1,0.24814026624830218,12823.342868880141,1.250286,1.6659576,1.6893511,1.7182063,1.7384063,1.7811456,2,3,1,3,3,2,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_new_run\Cube_8.0599575_2.0_0.1_20250606-124227.json&mode=6&magnif=6
2.329,2.0,223100000.0,63900000.0,79600000.0,2637.401615,Cube_8.0599575_2.0_20250606-124251,Siliconium,8.0599575,0.1,0.24814026624830218,5846.174706140654,1.251071,1.6925174,1.7010398,1.7750199,1.892578,1.9379215,2,1,3,3,3,2,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_new_run\Cube_8.0599575_2.0_0.1_20250606-124251.json&mode=6&magnif=6
5.323,2.0,182500000.0,48300000.0,67100000.0,2654.595643,Cube_8.0599575_2.0_20250606-124331,Germanium,8.0599575,0.1,0.24814026624830218,3550.4469426244787,1.2509831,1.6920819,1.69821,1.7701222,1.8774361,1.9221163,2,1,3,3,3,2,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_new_run\Cube_8.0599575_2.0_0.1_20250606-124331.json&mode=6&magnif=6
3.515,2.0,1280000000.0,124000000.0,578000000.0,2640.607431,Cube_8.0599575_2.0_20250606-124227,Carbonium,8.0599575,0.2,0.24814026624830218,12823.342868880141,1.538985,2.0500868,2.1559679,2.2078783,2.212754,2.3325291,2,3,3,1,3,2,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_new_run\Cube_8.0599575_2.0_0.2_20250606-124227.json&mode=6&magnif=6
