rho,l,C11,C12,C44,duration,name,material,R,z1,l/R,Ct,eta1,eta2,eta3,eta4,eta5,eta6,count_eta1,count_eta2,count_eta3,count_eta4,count_eta5,count_eta6,link
3.515,1.0,1079000000.0,124000000.0,578000000.0,3412.828021,Sphere_1.0_1.0_20250617-101402,Carbon cubic,1.0,0.4,1.0,12823.342868880141,1.5291353,1.5934263,1.6064108,1.7425036,1.8740638,2.0777807,3,2,2,3,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas_cubic_material_2\Sphere_1.0_1.0_0.4_20250617-101402.json&mode=6&magnif=6
5.323,1.0,128900000.0,48300000.0,67099999.99999999,3382.109083,Sphere_1.0_1.0_20250617-101419,Germanium cubic,1.0,0.4,1.0,3550.446942624478,1.3571086,1.3859249,1.5961987,1.7435604,1.8883189,1.9850521,3,2,2,3,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas_cubic_material_2\Sphere_1.0_1.0_0.4_20250617-101419.json&mode=6&magnif=6
2.329,1.0,166000000.0,63900000.0,79600000.0,3380.650724,Sphere_1.0_1.0_20250617-101437,Silicon cubic,1.0,0.4,1.0,5846.174706140654,1.3927247,1.4310622,1.5986746,1.7494344,1.9483737,2.0474217,3,2,2,3,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas_cubic_material_2\Sphere_1.0_1.0_0.4_20250617-101437.json&mode=6&magnif=6
3.515,1.0,1079000000.0,124000000.0,578000000.0,3412.828021,Sphere_1.0_1.0_20250617-101402,Carbon cubic,1.0,0.5,1.0,12823.342868880141,1.7051413,1.7635605,1.7912453,1.9291048,2.089875,2.2930823,3,2,2,3,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas_cubic_material_2\Sphere_1.0_1.0_0.5_20250617-101402.json&mode=6&magnif=6
5.323,1.0,128900000.0,48300000.0,67099999.99999999,3382.109083,Sphere_1.0_1.0_20250617-101419,Germanium cubic,1.0,0.5,1.0,3550.446942624478,1.5133269,1.5328224,1.7798994,1.9300276,2.1061266,2.2178711,3,2,2,3,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas_cubic_material_2\Sphere_1.0_1.0_0.5_20250617-101419.json&mode=6&magnif=6
2.329,1.0,166000000.0,63900000.0,79600000.0,3380.650724,Sphere_1.0_1.0_20250617-101437,Silicon cubic,1.0,0.5,1.0,5846.174706140654,1.5530407,1.5827597,1.7826498,1.936251,2.1731022,2.2875545,3,2,2,3,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas_cubic_material_2\Sphere_1.0_1.0_0.5_20250617-101437.json&mode=6&magnif=6
3.515,1.0,1079000000.0,124000000.0,578000000.0,3412.828021,Sphere_1.0_1.0_20250617-101402,Carbon cubic,1.0,0.6,1.0,12823.342868880141,1.8646053,1.9183987,1.9587128,2.0988699,2.2853941,2.4897031,3,2,2,3,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas_cubic_material_2\Sphere_1.0_1.0_0.6_20250617-101402.json&mode=6&magnif=6
5.323,1.0,128900000.0,48300000.0,67099999.99999999,3382.109083,Sphere_1.0_1.0_20250617-101419,Germanium cubic,1.0,0.6,1.0,3550.446942624478,1.6548621,1.6666262,1.9463362,2.0996962,2.3034242,2.4284712,3,2,2,3,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas_cubic_material_2\Sphere_1.0_1.0_0.6_20250617-101419.json&mode=6&magnif=6
2.329,1.0,166000000.0,63900000.0,79600000.0,3380.650724,Sphere_1.0_1.0_20250617-101437,Silicon cubic,1.0,0.6,1.0,5846.174706140654,1.6982885,1.7209344,1.9493361,2.1062685,2.3766694,2.5047704,3,2,2,3,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas_cubic_material_2\Sphere_1.0_1.0_0.6_20250617-101437.json&mode=6&magnif=6
3.515,1.0,1079000000.0,124000000.0,578000000.0,3412.828021,Sphere_1.0_1.0_20250617-101402,Carbon cubic,1.0,0.7,1.0,12823.342868880141,2.0114659,2.0614958,2.1129476,2.2557265,2.4654547,2.671823,3,2,2,3,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas_cubic_material_2\Sphere_1.0_1.0_0.7_20250617-101402.json&mode=6&magnif=6
5.323,1.0,128900000.0,48300000.0,67099999.99999999,3382.109083,Sphere_1.0_1.0_20250617-101419,Germanium cubic,1.0,0.7,1.0,3550.446942624478,1.7852104,1.7903523,2.0996195,2.2564793,2.4851039,2.6222112,3,2,2,3,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas_cubic_material_2\Sphere_1.0_1.0_0.7_20250617-101419.json&mode=6&magnif=6
