rho,l,C11,C12,C44,duration,name,material,R,z1,l/R,Ct,eta1,eta2,eta3,eta4,eta5,eta6
5.323,5.0,182500000.0,48300000.0,67100000.0,15315.300907,SiCube_16.1_5.0_20250428-152041,Germanium,9.987593052109181,0.8,0.5006211180124224,3550.4469426244787,1.6127765,2.1623701,2.2350359,2.4570273,2.512356,2.5421304
2.329,5.0,223100000.0,63900000.0,79600000.0,15340.476918,SiCube_16.1_5.0_20250428-152319,Siliconium,9.987593052109181,0.8,0.5006211180124224,5846.174706140654,1.6128263,2.1647904,2.235701,2.4786109,2.512744,2.5425416
3.515,5.0,1280000000.0,124000000.0,578000000.0,15281.333427,SiCube_16.1_5.0_20250428-151818,Carbonium,9.987593052109181,0.9,0.5006211180124224,12823.342868880141,1.7028283,2.2571773,2.3369003,2.3865063,2.6582365,2.6585758
5.323,5.0,182500000.0,48300000.0,67100000.0,15315.300907,SiCube_16.1_5.0_20250428-152041,Germanium,9.987593052109181,0.9,0.5006211180124224,3550.4469426244787,1.7032415,2.2831651,2.3446718,2.5951947,2.6607998,2.6612297
2.329,5.0,223100000.0,63900000.0,79600000.0,15340.476918,SiCube_16.1_5.0_20250428-152319,Siliconium,9.987593052109181,0.9,0.5006211180124224,5846.174706140654,1.7032936,2.2857021,2.345385,2.6180166,2.6612113,2.6616514
3.515,5.0,1280000000.0,124000000.0,578000000.0,15281.333427,SiCube_16.1_5.0_20250428-151818,Carbonium,9.987593052109181,1.0,0.5006211180124224,12823.342868880141,1.7886903,2.3707533,2.4407569,2.5069263,2.7719069,2.7986863
5.323,5.0,182500000.0,48300000.0,67100000.0,15315.300907,SiCube_16.1_5.0_20250428-152041,Germanium,9.987593052109181,1.0,0.5006211180124224,3550.4469426244787,1.7891205,2.3978622,2.4490084,2.7263331,2.7748358,2.801388
2.329,5.0,223100000.0,63900000.0,79600000.0,15340.476918,SiCube_16.1_5.0_20250428-152319,Siliconium,9.987593052109181,1.0,0.5006211180124224,5846.174706140654,1.7891748,2.400511,2.4497652,2.7503287,2.7752774,2.8018217
3.515,2.0,1280000000.0,124000000.0,578000000.0,13060.094789,SiCube_24.150000000000002_2.0_20250428-175111,Carbonium,14.981389578163773,0.0,0.1334989648033126,12823.342868880141,1.1793008,1.2357053,1.2357973,1.2367462,1.2379771,1.2393555
5.323,2.0,182500000.0,48300000.0,67100000.0,13074.371464,SiCube_24.150000000000002_2.0_20250428-175213,Germanium,14.981389578163773,0.0,0.1334989648033126,3550.4469426244787,1.1847726,1.266851,1.2669443,1.2672978,1.2678377,1.2684234
2.329,2.0,223100000.0,63900000.0,79600000.0,12965.782017,SiCube_24.150000000000002_2.0_20250428-175325,Siliconium,14.981389578163773,0.0,0.1334989648033126,5846.174706140654,1.1852657,1.2710705,1.2711655,1.2714093,1.2718337,1.2722968
3.515,2.0,1280000000.0,124000000.0,578000000.0,13060.094789,SiCube_24.150000000000002_2.0_20250428-175111,Carbonium,14.981389578163773,0.1,0.1334989648033126,12823.342868880141,1.2819988,1.6812052,1.7472125,1.780253,1.8063284,1.8570577
5.323,2.0,182500000.0,48300000.0,67100000.0,13074.371464,SiCube_24.150000000000002_2.0_20250428-175213,Germanium,14.981389578163773,0.1,0.1334989648033126,3550.4469426244787,1.2835149,1.7203984,1.8087946,1.8293051,1.8816056,2.0034392
2.329,2.0,223100000.0,63900000.0,79600000.0,12965.782017,SiCube_24.150000000000002_2.0_20250428-175325,Siliconium,14.981389578163773,0.1,0.1334989648033126,5846.174706140654,1.2836652,1.7238251,1.8090812,1.8335717,1.8957532,2.0191915
3.515,2.0,1280000000.0,124000000.0,578000000.0,13060.094789,SiCube_24.150000000000002_2.0_20250428-175111,Carbonium,14.981389578163773,0.2,0.1334989648033126,12823.342868880141,1.3553307,1.7869063,1.8681447,1.918272,1.9466206,2.0223448
5.323,2.0,182500000.0,48300000.0,67100000.0,13074.371464,SiCube_24.150000000000002_2.0_20250428-175213,Germanium,14.981389578163773,0.2,0.1334989648033126,3550.4469426244787,1.3562692,1.8222184,1.9480665,1.9526117,2.0198774,2.1878867
2.329,2.0,223100000.0,63900000.0,79600000.0,12965.782017,SiCube_24.150000000000002_2.0_20250428-175325,Siliconium,14.981389578163773,0.2,0.1334989648033126,5846.174706140654,1.3563659,1.8254053,1.9482575,1.9553373,2.0361428,2.2013251
3.515,2.0,1280000000.0,124000000.0,578000000.0,13060.094789,SiCube_24.150000000000002_2.0_20250428-175111,Carbonium,14.981389578163773,0.3,0.1334989648033126,12823.342868880141,1.4203591,1.8771517,1.9690961,2.0287919,2.0729842,2.1668001
5.323,2.0,182500000.0,48300000.0,67100000.0,13074.371464,SiCube_24.150000000000002_2.0_20250428-175213,Germanium,14.981389578163773,0.3,0.1334989648033126,3550.4469426244787,1.4210558,1.9099453,2.0495744,2.074195,2.1334792,2.2824012
2.329,2.0,223100000.0,63900000.0,79600000.0,12965.782017,SiCube_24.150000000000002_2.0_20250428-175325,Siliconium,14.981389578163773,0.3,0.1334989648033126,5846.174706140654,1.4211302,1.9129598,2.0511767,2.0743715,2.1512411,2.2926869
3.515,2.0,1280000000.0,124000000.0,578000000.0,13060.094789,SiCube_24.150000000000002_2.0_20250428-175111,Carbonium,14.981389578163773,0.4,0.1334989648033126,12823.342868880141,1.4802943,1.9587283,2.0592309,2.1174191,2.190448,2.270714
5.323,2.0,182500000.0,48300000.0,67100000.0,13074.371464,SiCube_24.150000000000002_2.0_20250428-175213,Germanium,14.981389578163773,0.4,0.1334989648033126,3550.4469426244787,1.4808668,1.9897916,2.1285121,2.1916472,2.2338927,2.3741933
2.329,2.0,223100000.0,63900000.0,79600000.0,12965.782017,SiCube_24.150000000000002_2.0_20250428-175325,Siliconium,14.981389578163773,0.4,0.1334989648033126,5846.174706140654,1.48093,1.9926835,2.1294487,2.1918322,2.2528414,2.385177
3.515,2.0,1280000000.0,124000000.0,578000000.0,13060.094789,SiCube_24.150000000000002_2.0_20250428-175111,Carbonium,14.981389578163773,0.5,0.1334989648033126,12823.342868880141,1.5365621,2.0344478,2.1422131,2.1881604,2.3011331,2.3584127
5.323,2.0,182500000.0,48300000.0,67100000.0,13074.371464,SiCube_24.150000000000002_2.0_20250428-175213,Germanium,14.981389578163773,0.5,0.1334989648033126,3550.4469426244787,1.5370642,2.0642877,2.1948294,2.3024055,2.3257047,2.4672294
2.329,2.0,223100000.0,63900000.0,79600000.0,12965.782017,SiCube_24.150000000000002_2.0_20250428-175325,Siliconium,14.981389578163773,0.5,0.1334989648033126,5846.174706140654,1.5371211,2.0670924,2.1954724,2.3026074,2.3456553,2.4785856
3.515,2.0,1280000000.0,124000000.0,578000000.0,13060.094789,SiCube_24.150000000000002_2.0_20250428-175111,Carbonium,14.981389578163773,0.6,0.1334989648033126,12823.342868880141,1.5899712,2.1058095,2.2199611,2.2469849,2.4062859,2.4491025
5.323,2.0,182500000.0,48300000.0,67100000.0,13074.371464,SiCube_24.150000000000002_2.0_20250428-175213,Germanium,14.981389578163773,0.6,0.1334989648033126,3550.4469426244787,1.5904312,2.1347702,2.2526299,2.4076678,2.4113044,2.5601243
2.329,2.0,223100000.0,63900000.0,79600000.0,12965.782017,SiCube_24.150000000000002_2.0_20250428-175325,Siliconium,14.981389578163773,0.6,0.1334989648033126,5846.174706140654,1.5904845,2.1375131,2.2531921,2.4078898,2.4321344,2.5716715
3.515,2.0,1280000000.0,124000000.0,578000000.0,13060.094789,SiCube_24.150000000000002_2.0_20250428-175111,Carbonium,14.981389578163773,0.7,0.1334989648033126,12823.342868880141,1.6410414,2.1737268,2.2936298,2.2986633,2.5067551,2.5397754
5.323,2.0,182500000.0,48300000.0,67100000.0,13074.371464,SiCube_24.150000000000002_2.0_20250428-175213,Germanium,14.981389578163773,0.7,0.1334989648033126,3550.4469426244787,1.6414758,2.2020515,2.3046791,2.4921198,2.5082626,2.6494974
2.329,2.0,223100000.0,63900000.0,79600000.0,12965.782017,SiCube_24.150000000000002_2.0_20250428-175325,Siliconium,14.981389578163773,0.7,0.1334989648033126,5846.174706140654,1.641527,2.2047511,2.3052582,2.508506,2.5137425,2.649748
3.515,2.0,1280000000.0,124000000.0,578000000.0,13060.094789,SiCube_24.150000000000002_2.0_20250428-175111,Carbonium,14.981389578163773,0.8,0.1334989648033126,12823.342868880141,1.6901348,2.2388068,2.3459129,2.3639788,2.6031671,2.628913
5.323,2.0,182500000.0,48300000.0,67100000.0,13074.371464,SiCube_24.150000000000002_2.0_20250428-175213,Germanium,14.981389578163773,0.8,0.1334989648033126,3550.4469426244787,1.6905538,2.2666727,2.3527162,2.5690828,2.6048066,2.6902595
2.329,2.0,223100000.0,63900000.0,79600000.0,12965.782017,SiCube_24.150000000000002_2.0_20250428-175325,Siliconium,14.981389578163773,0.8,0.1334989648033126,5846.174706140654,1.6906039,2.2693428,2.3533497,2.5914338,2.6050716,2.6905318
3.515,2.0,1280000000.0,124000000.0,578000000.0,13060.094789,SiCube_24.150000000000002_2.0_20250428-175111,Carbonium,14.981389578163773,0.9,0.1334989648033126,12823.342868880141,1.7375178,2.3014789,2.3901843,2.4315404,2.6960071,2.7159319
5.323,2.0,182500000.0,48300000.0,67100000.0,13074.371464,SiCube_24.150000000000002_2.0_20250428-175213,Germanium,14.981389578163773,0.9,0.1334989648033126,3550.4469426244787,1.7379281,2.3290184,2.3978279,2.6428409,2.6977803,2.7301478
2.329,2.0,223100000.0,63900000.0,79600000.0,12965.782017,SiCube_24.150000000000002_2.0_20250428-175325,Siliconium,14.981389578163773,0.9,0.1334989648033126,5846.174706140654,1.7379777,2.3316696,2.3985265,2.6658703,2.6980667,2.7304408
3.515,2.0,1280000000.0,124000000.0,578000000.0,13060.094789,SiCube_24.150000000000002_2.0_20250428-175111,Carbonium,14.981389578163773,1.0,0.1334989648033126,12823.342868880141,1.7833947,2.3620615,2.4322909,2.4967056,2.7672438,2.7856637
5.323,2.0,182500000.0,48300000.0,67100000.0,13074.371464,SiCube_24.150000000000002_2.0_20250428-175213,Germanium,14.981389578163773,1.0,0.1334989648033126,3550.4469426244787,1.7838009,2.3893759,2.4407115,2.7138658,2.7692709,2.7875699
2.329,2.0,223100000.0,63900000.0,79600000.0,12965.782017,SiCube_24.150000000000002_2.0_20250428-175325,Siliconium,14.981389578163773,1.0,0.1334989648033126,5846.174706140654,1.7838504,2.3920161,2.441475,2.737534,2.7695834,2.7878773
3.515,5.0,1280000000.0,124000000.0,578000000.0,14108.522787,SiCube_24.150000000000002_5.0_20250428-194119,Carbonium,14.981389578163773,0.0,0.33374741200828156,12823.342868880141,0.246932,0.2470573,0.2475387,0.2486159,0.2501771,0.2569728
5.323,5.0,182500000.0,48300000.0,67100000.0,14076.15406,SiCube_24.150000000000002_5.0_20250428-194658,Germanium,14.981389578163773,0.0,0.33374741200828156,3550.4469426244787,0.2535234,0.2535392,0.2536842,0.2552876,0.256532,0.2635842
2.329,5.0,223100000.0,63900000.0,79600000.0,14108.811242,SiCube_24.150000000000002_5.0_20250428-194901,Siliconium,14.981389578163773,0.0,0.33374741200828156,5846.174706140654,0.2544131,0.2544221,0.2544954,0.2561961,0.2573817,0.2644544
3.515,5.0,1280000000.0,124000000.0,578000000.0,14108.522787,SiCube_24.150000000000002_5.0_20250428-194119,Carbonium,14.981389578163773,0.1,0.33374741200828156,12823.342868880141,0.8376531,1.1086604,1.1160837,1.1386634,1.1499194,1.1722146
5.323,5.0,182500000.0,48300000.0,67100000.0,14076.15406,SiCube_24.150000000000002_5.0_20250428-194658,Germanium,14.981389578163773,0.1,0.33374741200828156,3550.4469426244787,0.8382508,1.1170146,1.1327904,1.1751361,1.2358498,1.2625065
2.329,5.0,223100000.0,63900000.0,79600000.0,14108.811242,SiCube_24.150000000000002_5.0_20250428-194901,Siliconium,14.981389578163773,0.1,0.33374741200828156,5846.174706140654,0.8383172,1.1171612,1.1347296,1.1785697,1.2449799,1.2723471
3.515,5.0,1280000000.0,124000000.0,578000000.0,14108.522787,SiCube_24.150000000000002_5.0_20250428-194119,Carbonium,14.981389578163773,0.2,0.33374741200828156,12823.342868880141,0.9999558,1.3280911,1.391021,1.4074606,1.4196935,1.4852959
5.323,5.0,182500000.0,48300000.0,67100000.0,14076.15406,SiCube_24.150000000000002_5.0_20250428-194658,Germanium,14.981389578163773,0.2,0.33374741200828156,3550.4469426244787,1.0003898,1.3508448,1.4086727,1.4523878,1.5047731,1.6009028
2.329,5.0,223100000.0,63900000.0,79600000.0,14108.811242,SiCube_24.150000000000002_5.0_20250428-194901,Siliconium,14.981389578163773,0.2,0.33374741200828156,5846.174706140654,1.0004409,1.3529134,1.4088676,1.4551333,1.5170975,1.6133901
3.515,5.0,1280000000.0,124000000.0,578000000.0,14108.522787,SiCube_24.150000000000002_5.0_20250428-194119,Carbonium,14.981389578163773,0.3,0.33374741200828156,12823.342868880141,1.1326612,1.5041697,1.5814882,1.641416,1.6472753,1.7410155
5.323,5.0,182500000.0,48300000.0,67100000.0,14076.15406,SiCube_24.150000000000002_5.0_20250428-194658,Germanium,14.981389578163773,0.3,0.33374741200828156,3550.4469426244787,1.1330555,1.5266532,1.6487452,1.6620393,1.7147774,1.8176263
2.329,5.0,223100000.0,63900000.0,79600000.0,14108.811242,SiCube_24.150000000000002_5.0_20250428-194901,Siliconium,14.981389578163773,0.3,0.33374741200828156,5846.174706140654,1.1331031,1.5287614,1.6489819,1.66356,1.7292909,1.8251765
3.515,5.0,1280000000.0,124000000.0,578000000.0,14108.522787,SiCube_24.150000000000002_5.0_20250428-194119,Carbonium,14.981389578163773,0.4,0.33374741200828156,12823.342868880141,1.2492488,1.6582935,1.7470408,1.8150175,1.8561563,1.9140437
5.323,5.0,182500000.0,48300000.0,67100000.0,14076.15406,SiCube_24.150000000000002_5.0_20250428-194658,Germanium,14.981389578163773,0.4,0.33374741200828156,3550.4469426244787,1.2496329,1.6810909,1.8232775,1.8578525,1.8964189,1.9982858
2.329,5.0,223100000.0,63900000.0,79600000.0,14108.811242,SiCube_24.150000000000002_5.0_20250428-194901,Siliconium,14.981389578163773,0.4,0.33374741200828156,5846.174706140654,1.24968,1.6832601,1.8239897,1.8581256,1.9127166,2.0072134
3.515,5.0,1280000000.0,124000000.0,578000000.0,14108.522787,SiCube_24.150000000000002_5.0_20250428-194119,Carbonium,14.981389578163773,0.5,0.33374741200828156,12823.342868880141,1.3549371,1.7978822,1.8964284,1.9496654,2.04372,2.0804699
5.323,5.0,182500000.0,48300000.0,67100000.0,14076.15406,SiCube_24.150000000000002_5.0_20250428-194658,Germanium,14.981389578163773,0.5,0.33374741200828156,3550.4469426244787,1.355322,1.8212486,1.9545955,2.0456187,2.0599213,2.1734797
2.329,5.0,223100000.0,63900000.0,79600000.0,14108.811242,SiCube_24.150000000000002_5.0_20250428-194901,Siliconium,14.981389578163773,0.5,0.33374741200828156,5846.174706140654,1.3553697,1.8234915,1.9551048,2.0459242,2.0777765,2.1831703
3.515,5.0,1280000000.0,124000000.0,578000000.0,14108.522787,SiCube_24.150000000000002_5.0_20250428-194119,Carbonium,14.981389578163773,0.6,0.33374741200828156,12823.342868880141,1.4524936,1.9267075,2.0339945,2.0638912,2.2154232,2.2421046
5.323,5.0,182500000.0,48300000.0,67100000.0,14076.15406,SiCube_24.150000000000002_5.0_20250428-194658,Germanium,14.981389578163773,0.6,0.33374741200828156,3550.4469426244787,1.4528844,1.9507612,2.0691534,2.2102728,2.2175062,2.340063
2.329,5.0,223100000.0,63900000.0,79600000.0,14108.811242,SiCube_24.150000000000002_5.0_20250428-194901,Siliconium,14.981389578163773,0.6,0.33374741200828156,5846.174706140654,1.4529331,1.9530835,2.0696757,2.2178411,2.2295351,2.3502853
3.515,5.0,1280000000.0,124000000.0,578000000.0,14108.522787,SiCube_24.150000000000002_5.0_20250428-194119,Carbonium,14.981389578163773,0.7,0.33374741200828156,12823.342868880141,1.5436335,2.0470642,2.1623337,2.1672257,2.3747233,2.3953513
5.323,5.0,182500000.0,48300000.0,67100000.0,14076.15406,SiCube_24.150000000000002_5.0_20250428-194658,Germanium,14.981389578163773,0.7,0.33374741200828156,3550.4469426244787,1.5440327,2.0718605,2.173363,2.3504152,2.3769763,2.488412
2.329,5.0,223100000.0,63900000.0,79600000.0,14108.811242,SiCube_24.150000000000002_5.0_20250428-194901,Siliconium,14.981389578163773,0.7,0.33374741200828156,5846.174706140654,1.5440826,2.0742647,2.1739452,2.3709744,2.3773384,2.488894
3.515,5.0,1280000000.0,124000000.0,578000000.0,14108.522787,SiCube_24.150000000000002_5.0_20250428-194119,Carbonium,14.981389578163773,0.8,0.33374741200828156,12823.342868880141,1.629521,2.1604971,2.2634026,2.2831698,2.5239769,2.5403279
5.323,5.0,182500000.0,48300000.0,67100000.0,14076.15406,SiCube_24.150000000000002_5.0_20250428-194658,Germanium,14.981389578163773,0.8,0.33374741200828156,3550.4469426244787,1.6299299,2.18606,2.270362,2.4822855,2.5263885,2.5885169
2.329,5.0,223100000.0,63900000.0,79600000.0,14108.811242,SiCube_24.150000000000002_5.0_20250428-194901,Siliconium,14.981389578163773,0.8,0.33374741200828156,5846.174706140654,1.6299813,2.1885465,2.2710081,2.5040559,2.5267759,2.588937
3.515,5.0,1280000000.0,124000000.0,578000000.0,14108.522787,SiCube_24.150000000000002_5.0_20250428-194119,Carbonium,14.981389578163773,0.9,0.33374741200828156,12823.342868880141,1.7109959,2.2681158,2.354227,2.3977292,2.6648765,2.6779053
5.323,5.0,182500000.0,48300000.0,67100000.0,14076.15406,SiCube_24.150000000000002_5.0_20250428-194658,Germanium,14.981389578163773,0.9,0.33374741200828156,3550.4469426244787,1.7114153,2.2944526,2.3618855,2.6072527,2.6674372,2.6836408
2.329,5.0,223100000.0,63900000.0,79600000.0,14108.811242,SiCube_24.150000000000002_5.0_20250428-194901,Siliconium,14.981389578163773,0.9,0.33374741200828156,5846.174706140654,1.7114681,2.2970208,2.3625902,2.6301648,2.6678483,2.6840632
3.515,5.0,1280000000.0,124000000.0,578000000.0,14108.522787,SiCube_24.150000000000002_5.0_20250428-194119,Carbonium,14.981389578163773,1.0,0.33374741200828156,12823.342868880141,1.7886903,2.3707533,2.4407569,2.5069263,2.7719069,2.7986863
5.323,5.0,182500000.0,48300000.0,67100000.0,14076.15406,SiCube_24.150000000000002_5.0_20250428-194658,Germanium,14.981389578163773,1.0,0.33374741200828156,3550.4469426244787,1.7891205,2.3978622,2.4490084,2.7263331,2.7748358,2.801388
2.329,5.0,223100000.0,63900000.0,79600000.0,14108.811242,SiCube_24.150000000000002_5.0_20250428-194901,Siliconium,14.981389578163773,1.0,0.33374741200828156,5846.174706140654,1.7891748,2.400511,2.4497652,2.7503287,2.7752774,2.8018217
2.329,2.0,223100000.0,63900000.0,79600000.0,14837.444038,SiCube_8.05_2.0_20250428-105533,Siliconium,4.993796526054591,0.0,0.40049689440993785,5846.174706140654,0.1779167,0.1781813,0.1783783,0.1784844,0.1788533,0.1844111
2.329,2.0,223100000.0,63900000.0,79600000.0,14837.444038,SiCube_8.05_2.0_20250428-105533,Siliconium,4.993796526054591,0.1,0.40049689440993785,5846.174706140654,0.7674952,1.0353304,1.0407198,1.0898941,1.1520382,1.1839504
2.329,2.0,223100000.0,63900000.0,79600000.0,14837.444038,SiCube_8.05_2.0_20250428-105533,Siliconium,4.993796526054591,0.2,0.40049689440993785,5846.174706140654,0.9450461,1.277175,1.3515189,1.38846,1.4396338,1.5386134
2.329,2.0,223100000.0,63900000.0,79600000.0,14837.444038,SiCube_8.05_2.0_20250428-105533,Siliconium,4.993796526054591,0.3,0.40049689440993785,5846.174706140654,1.0893096,1.4685035,1.6053589,1.6062498,1.6664495,1.7525278
2.329,2.0,223100000.0,63900000.0,79600000.0,14837.444038,SiCube_8.05_2.0_20250428-105533,Siliconium,4.993796526054591,0.4,0.40049689440993785,5846.174706140654,1.2152012,1.6357245,1.771351,1.8256869,1.8625727,1.9555383
2.329,2.0,223100000.0,63900000.0,79600000.0,14837.444038,SiCube_8.05_2.0_20250428-105533,Siliconium,4.993796526054591,0.5,0.40049689440993785,5846.174706140654,1.3286605,1.7866415,1.9102929,2.021407,2.0386152,2.1461883
2.329,2.0,223100000.0,63900000.0,79600000.0,14837.444038,SiCube_8.05_2.0_20250428-105533,Siliconium,4.993796526054591,0.6,0.40049689440993785,5846.174706140654,1.4328889,1.925422,2.0339679,2.1997655,2.1999861,2.3239426
2.329,2.0,223100000.0,63900000.0,79600000.0,14837.444038,SiCube_8.05_2.0_20250428-105533,Siliconium,4.993796526054591,0.7,0.40049689440993785,5846.174706140654,1.5298795,2.0546628,2.1475834,2.3499551,2.3647006,2.4540607
2.329,2.0,223100000.0,63900000.0,79600000.0,14837.444038,SiCube_8.05_2.0_20250428-105533,Siliconium,4.993796526054591,0.8,0.40049689440993785,5846.174706140654,1.620984,2.1761296,2.2537979,2.4907022,2.5188536,2.566477
2.329,2.0,223100000.0,63900000.0,79600000.0,14837.444038,SiCube_8.05_2.0_20250428-105533,Siliconium,4.993796526054591,0.9,0.40049689440993785,5846.174706140654,1.7071734,2.2910941,2.3541815,2.6237763,2.6640984,2.6732025
2.329,2.0,223100000.0,63900000.0,79600000.0,14837.444038,SiCube_8.05_2.0_20250428-105533,Siliconium,4.993796526054591,1.0,0.40049689440993785,5846.174706140654,1.7891748,2.400511,2.4497652,2.7503287,2.7752774,2.8018217
2.329,5.0,223100000.0,63900000.0,79600000.0,14812.23457,SiCube_8.05_5.0_20250428-105534,Siliconium,4.993796526054591,0.0,1.0012422360248447,5846.174706140654,0.0287083,0.0287084,0.0287451,0.0287872,0.0288362,0.0298484
2.329,5.0,223100000.0,63900000.0,79600000.0,14812.23457,SiCube_8.05_5.0_20250428-105534,Siliconium,4.993796526054591,0.1,1.0012422360248447,5846.174706140654,0.5883609,0.7916013,0.8828208,0.8943667,0.9033391,0.9552767
2.329,5.0,223100000.0,63900000.0,79600000.0,14812.23457,SiCube_8.05_5.0_20250428-105534,Siliconium,4.993796526054591,0.2,1.0012422360248447,5846.174706140654,0.8146465,1.09439,1.1772306,1.2516384,1.2582795,1.3264405
2.329,5.0,223100000.0,63900000.0,79600000.0,14812.23457,SiCube_8.05_5.0_20250428-105534,Siliconium,4.993796526054591,0.3,1.0012422360248447,5846.174706140654,0.9904109,1.329814,1.403632,1.5220182,1.5383876,1.6039844
2.329,5.0,223100000.0,63900000.0,79600000.0,14812.23457,SiCube_8.05_5.0_20250428-105534,Siliconium,4.993796526054591,0.4,1.0012422360248447,5846.174706140654,1.1393521,1.5293904,1.5966272,1.7510906,1.7748252,1.8198025
2.329,5.0,223100000.0,63900000.0,79600000.0,14812.23457,SiCube_8.05_5.0_20250428-105534,Siliconium,4.993796526054591,0.5,1.0012422360248447,5846.174706140654,1.2709487,1.7057639,1.7680934,1.9534667,1.9832729,2.0115129
2.329,5.0,223100000.0,63900000.0,79600000.0,14812.23457,SiCube_8.05_5.0_20250428-105534,Siliconium,4.993796526054591,0.6,1.0012422360248447,5846.174706140654,1.3901391,1.8655318,1.9240681,2.136753,2.1718053,2.1860367
2.329,5.0,223100000.0,63900000.0,79600000.0,14812.23457,SiCube_8.05_5.0_20250428-105534,Siliconium,4.993796526054591,0.7,1.0012422360248447,5846.174706140654,1.4998855,2.0126543,2.0681681,2.30551,2.3452303,2.3474058
2.329,5.0,223100000.0,63900000.0,79600000.0,14812.23457,SiCube_8.05_5.0_20250428-105534,Siliconium,4.993796526054591,0.8,1.0012422360248447,5846.174706140654,1.6021305,2.1497301,2.2027763,2.4627276,2.498254,2.5066854
2.329,5.0,223100000.0,63900000.0,79600000.0,14812.23457,SiCube_8.05_5.0_20250428-105534,Siliconium,4.993796526054591,0.9,1.0012422360248447,5846.174706140654,1.69823,2.2785737,2.3295654,2.6104924,2.6404258,2.6583525
2.329,5.0,223100000.0,63900000.0,79600000.0,14812.23457,SiCube_8.05_5.0_20250428-105534,Siliconium,4.993796526054591,1.0,1.0012422360248447,5846.174706140654,1.7891748,2.400511,2.4497652,2.7503287,2.7752774,2.8018217
