rho,l,C11,C12,C44,duration,name,material,R,z1,l/R,Ct,eta1,eta2,eta3,eta4,eta5,eta6,count_eta1,count_eta2,count_eta3,count_eta4,count_eta5,count_eta6,link
5.323,6.0,182500000.0,48300000.0,67100000.0,2652.704437,Sphere_7.5_6.0_20250606-114324,Germanium,7.5,0.7,0.8,3550.4469426244787,4.2436535,4.3182274,4.5563151,4.5762092,5.7726707,6.6874496,2,3,2,3,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas_new_run\Sphere_7.5_6.0_0.7_20250606-114324.json&mode=6&magnif=6
3.515,6.0,1280000000.0,124000000.0,578000000.0,2650.716818,Sphere_7.5_6.0_20250606-114405,Carbonium,7.5,0.7,0.8,12823.342868880141,4.2430833,4.3151128,4.5152672,4.5449028,5.2489534,5.6919473,2,3,2,3,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas_new_run\Sphere_7.5_6.0_0.7_20250606-114405.json&mode=6&magnif=6
2.329,6.0,223100000.0,63900000.0,79600000.0,2999.389001,Sphere_7.5_6.0_20250606-112226,Siliconium,7.5,0.8,0.8,5846.174706140654,4.5358109,4.6159733,4.8690787,4.889053,6.2304037,7.1512168,2,3,2,3,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas_new_run\Sphere_7.5_6.0_0.8_20250606-112226.json&mode=6&magnif=6
5.323,6.0,182500000.0,48300000.0,67100000.0,2652.704437,Sphere_7.5_6.0_20250606-114324,Germanium,7.5,0.8,0.8,3550.4469426244787,4.5357128,4.6154416,4.8643503,4.8855319,6.1700466,7.1488847,2,3,2,3,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas_new_run\Sphere_7.5_6.0_0.8_20250606-114324.json&mode=6&magnif=6
3.515,6.0,1280000000.0,124000000.0,578000000.0,2650.716818,Sphere_7.5_6.0_20250606-114405,Carbonium,7.5,0.8,0.8,12823.342868880141,4.5351034,4.612112,4.8207865,4.8523253,5.6102486,6.0747988,2,3,2,3,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas_new_run\Sphere_7.5_6.0_0.8_20250606-114405.json&mode=6&magnif=6
2.329,6.0,223100000.0,63900000.0,79600000.0,2999.389001,Sphere_7.5_6.0_20250606-112226,Siliconium,7.5,0.9,0.8,5846.174706140654,4.8101753,4.8952054,5.1589829,5.1801032,6.6073463,7.5847637,2,3,2,3,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas_new_run\Sphere_7.5_6.0_0.9_20250606-112226.json&mode=6&magnif=6
5.323,6.0,182500000.0,48300000.0,67100000.0,2652.704437,Sphere_7.5_6.0_20250606-114324,Germanium,7.5,0.9,0.8,3550.4469426244787,4.8100713,4.8946414,5.153994,5.1763896,6.5433341,7.58229,2,3,2,3,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas_new_run\Sphere_7.5_6.0_0.9_20250606-114324.json&mode=6&magnif=6
3.515,6.0,1280000000.0,124000000.0,578000000.0,2650.716818,Sphere_7.5_6.0_20250606-114405,Carbonium,7.5,0.9,0.8,12823.342868880141,4.8094251,4.8911099,5.1080496,5.1413835,5.9496442,6.4349045,2,3,2,3,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas_new_run\Sphere_7.5_6.0_0.9_20250606-114405.json&mode=6&magnif=6
2.329,6.0,223100000.0,63900000.0,79600000.0,2999.389001,Sphere_7.5_6.0_20250606-112226,Siliconium,7.5,1.0,0.8,5846.174706140654,5.0697132,5.159347,5.4334318,5.4556391,6.9639155,7.9948344,2,3,2,3,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas_new_run\Sphere_7.5_6.0_1.0_20250606-112226.json&mode=6&magnif=6
5.323,6.0,182500000.0,48300000.0,67100000.0,2652.704437,Sphere_7.5_6.0_20250606-114324,Germanium,7.5,1.0,0.8,3550.4469426244787,5.0696036,5.1587525,5.4281952,5.4517423,6.896446,7.992227,2,3,2,3,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas_new_run\Sphere_7.5_6.0_1.0_20250606-114324.json&mode=6&magnif=6
3.515,6.0,1280000000.0,124000000.0,578000000.0,2650.716818,Sphere_7.5_6.0_20250606-114405,Carbonium,7.5,1.0,0.8,12823.342868880141,5.0689225,5.1550299,5.3799859,5.4150234,6.2706971,6.7758941,2,3,2,3,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas_new_run\Sphere_7.5_6.0_1.0_20250606-114405.json&mode=6&magnif=6
